,Actual Price,Predicted Price,new_host_acceptance_rate,host_is_superhost,room_type,bedrooms,beds,number_of_reviews,availability_365,neighbourhood_cleansed,neighbourhood_group_cleansed,id,latitude,longitude
366,59.0,58.0,91.0,t,Private room,1.0,1.0,2.0,0.0,Kallang,Central Region,34076777.0,1.31068,103.86118
367,140.0,143.0,88.0,t,Entire home/apt,0.0,1.0,0.0,328.0,Novena,Central Region,53166174.0,1.31921,103.84676
368,130.0,81.0,80.0,f,Private room,1.0,1.0,2.0,0.0,Bukit Merah,Central Region,30238429.0,1.28127,103.80367
369,59.0,58.0,97.0,f,Private room,1.0,1.0,2.0,0.0,Kallang,Central Region,30966211.0,1.30821,103.86284
370,65.0,72.0,0.0,f,Private room,1.0,4.0,0.0,86.0,Woodlands,North Region,29880877.0,1.43448,103.77725
371,97.0,224.0,67.0,f,Hotel room,1.0,1.0,0.0,341.0,Queenstown,Central Region,28657973.0,1.27947,103.78634
372,69.0,90.0,20.0,f,Private room,1.0,1.0,0.0,365.0,Geylang,Central Region,6620271.0,1.31697,103.89104
373,90.0,98.0,0.0,f,Private room,1.0,1.0,0.0,365.0,Downtown Core,Central Region,22329509.0,1.28206,103.8538
374,39.0,54.0,96.0,f,Private room,1.0,1.0,1.0,328.0,Geylang,Central Region,34964444.0,1.3147,103.88163
375,979.0,329.0,100.0,t,Entire home/apt,2.0,2.0,0.0,359.0,Orchard,Central Region,22990388.0,1.30253,103.84111
376,165.0,232.0,41.0,f,Entire home/apt,1.0,1.0,0.0,364.0,Kallang,Central Region,42259371.0,1.30322,103.86345
377,48.0,67.0,65.0,f,Private room,1.0,1.0,1.0,0.0,Jurong West,West Region,27603657.0,1.34938,103.71019
378,150.0,93.0,88.0,t,Private room,1.0,1.0,1.0,270.0,Bedok,East Region,43355016.0,1.3243,103.91535
379,165.0,193.0,30.0,f,Entire home/apt,1.0,1.0,0.0,364.0,Downtown Core,Central Region,42886241.0,1.2733,103.84407
380,35.0,77.0,0.0,f,Private room,0.0,1.0,0.0,58.0,Ang Mo Kio,North-East Region,21676059.0,1.36906,103.84753
381,111.0,99.0,0.0,f,Shared room,1.0,3.0,0.0,133.0,Rochor,Central Region,45533359.0,1.30629,103.8553
382,140.0,116.0,84.0,t,Private room,1.0,1.0,50.0,350.0,Downtown Core,Central Region,17928273.0,1.28918,103.84934
383,49.0,83.0,0.0,f,Private room,1.0,1.0,215.0,199.0,Sengkang,North-East Region,10598600.0,1.39829,103.89776
384,59.0,64.0,33.0,f,Shared room,1.0,1.0,0.0,328.0,Kallang,Central Region,12367758.0,1.31005,103.85829
385,188.0,81.0,0.0,f,Private room,1.0,1.0,0.0,365.0,Jurong West,West Region,37538230.0,1.34193,103.71764
386,151.0,176.0,30.0,f,Entire home/apt,1.0,1.0,0.0,342.0,Bukit Merah,Central Region,35850942.0,1.2876,103.82653
387,89.0,85.0,0.0,f,Private room,1.0,1.0,14.0,332.0,Novena,Central Region,4087935.0,1.31546,103.84117
388,215.0,432.0,31.0,f,Entire home/apt,3.0,3.0,0.0,364.0,Novena,Central Region,42992160.0,1.32805,103.84948
389,75.0,67.0,50.0,f,Private room,1.0,1.0,0.0,339.0,Clementi,West Region,40831251.0,1.31806,103.7621
390,96.0,90.0,13.0,f,Private room,1.0,1.0,25.0,360.0,Bedok,East Region,24000873.0,1.30978,103.9108
391,177.0,187.0,90.0,f,Entire home/apt,1.0,1.0,0.0,346.0,Novena,Central Region,53374606.0,1.318528,103.847511
392,369.0,311.0,71.0,f,Entire home/apt,4.0,4.0,4.0,302.0,Clementi,West Region,15724789.0,1.31039,103.76007
393,100.0,101.0,7.0,f,Entire home/apt,1.0,0.0,0.0,365.0,Hougang,North-East Region,46224707.0,1.36187,103.88205
394,147.0,171.0,96.0,f,Entire home/apt,0.0,1.0,8.0,78.0,Outram,Central Region,44044776.0,1.28215,103.84701
395,49.0,59.0,81.0,f,Private room,1.0,1.0,2.0,0.0,Kallang,Central Region,22345943.0,1.30736,103.86222
396,85.0,72.0,65.0,f,Shared room,1.0,2.0,16.0,84.0,River Valley,Central Region,25815030.0,1.2958,103.83642
397,967.0,250.0,73.0,t,Entire home/apt,2.0,2.0,1.0,138.0,Downtown Core,Central Region,51564284.0,1.2798,103.85323
398,380.0,427.0,80.0,f,Entire home/apt,2.0,3.0,0.0,363.0,Novena,Central Region,43744518.0,1.31724,103.84514
399,74.0,99.0,0.0,f,Shared room,1.0,2.0,0.0,133.0,Rochor,Central Region,45533430.0,1.30735,103.85541
400,25.0,62.0,0.0,f,Shared room,1.0,6.0,14.0,328.0,Rochor,Central Region,34632139.0,1.30535,103.85345
401,180.0,233.0,0.0,f,Entire home/apt,2.0,3.0,9.0,23.0,Queenstown,Central Region,7162659.0,1.30423,103.784
402,161.0,143.0,88.0,t,Entire home/apt,0.0,1.0,0.0,331.0,Novena,Central Region,53633752.0,1.318524,103.847511
403,630.0,345.0,100.0,f,Entire home/apt,2.0,3.0,0.0,152.0,Orchard,Central Region,45961316.0,1.30056,103.84139
404,680.0,297.0,0.0,f,Entire home/apt,4.0,4.0,0.0,358.0,Downtown Core,Central Region,14213091.0,1.27526,103.84462
405,150.0,70.0,0.0,f,Private room,1.0,1.0,0.0,0.0,Woodlands,North Region,22317980.0,1.43237,103.78645
406,230.0,162.0,71.0,f,Entire home/apt,1.0,1.0,2.0,261.0,Queenstown,Central Region,21791154.0,1.29159,103.80634
407,204.0,113.0,100.0,f,Private room,1.0,1.0,0.0,365.0,Sembawang,North Region,9875315.0,1.43873,103.82344
408,48.0,96.0,65.0,f,Private room,1.0,1.0,58.0,365.0,Tampines,East Region,344803.0,1.34917,103.9609
409,145.0,232.0,30.0,f,Entire home/apt,1.0,1.0,0.0,364.0,Kallang,Central Region,43063719.0,1.31276,103.85804
410,60.0,97.0,65.0,f,Private room,1.0,1.0,3.0,358.0,Tampines,East Region,14099732.0,1.32683,103.95444
411,41.0,152.0,100.0,f,Shared room,1.0,46.0,0.0,261.0,Rochor,Central Region,40849480.0,1.30129,103.86056
412,80.0,223.0,100.0,f,Entire home/apt,1.0,1.0,0.0,126.0,Geylang,Central Region,52750968.0,1.31465,103.90132
413,200.0,175.0,63.0,t,Entire home/apt,1.0,1.0,3.0,363.0,Bukit Merah,Central Region,39689162.0,1.2758,103.84006
414,500.0,504.0,30.0,f,Entire home/apt,2.0,4.0,0.0,364.0,Tanglin,Central Region,38835146.0,1.3124,103.82537
415,65.0,58.0,100.0,t,Private room,1.0,1.0,50.0,64.0,Jurong West,West Region,13286282.0,1.34373,103.72095
416,69.0,82.0,81.0,f,Private room,1.0,1.0,0.0,328.0,Outram,Central Region,17929480.0,1.28336,103.84139
417,59.0,55.0,91.0,t,Private room,1.0,1.0,1.0,328.0,Kallang,Central Region,36167207.0,1.31263,103.85806
418,59.0,55.0,96.0,f,Private room,1.0,1.0,1.0,328.0,Kallang,Central Region,30776617.0,1.3096,103.86251
419,186.0,297.0,100.0,f,Private room,0.0,2.0,0.0,365.0,Outram,Central Region,44420536.0,1.28263,103.84572
420,60.0,79.0,0.0,f,Private room,1.0,1.0,0.0,0.0,Hougang,North-East Region,41169873.0,1.35303,103.88224
421,121.0,111.0,100.0,f,Private room,1.0,1.0,1.0,364.0,Sembawang,North Region,16650721.0,1.44154,103.82184
422,169.0,130.0,84.0,t,Entire home/apt,1.0,1.0,0.0,206.0,Novena,Central Region,53260515.0,1.31954,103.84712
423,180.0,159.0,0.0,f,Entire home/apt,1.0,1.0,0.0,328.0,Downtown Core,Central Region,44479128.0,1.28181,103.85186
424,37.0,63.0,65.0,f,Private room,1.0,1.0,30.0,179.0,Ang Mo Kio,North-East Region,10996427.0,1.39129,103.85596
425,188.0,211.0,41.0,f,Entire home/apt,1.0,1.0,0.0,328.0,Queenstown,Central Region,51338514.0,1.29509,103.80579
426,130.0,90.0,88.0,t,Private room,1.0,1.0,4.0,347.0,Bedok,East Region,16150642.0,1.31703,103.91242
427,157.0,182.0,90.0,f,Entire home/apt,1.0,2.0,1.0,328.0,Novena,Central Region,53281701.0,1.318528,103.847511
428,111.0,99.0,0.0,f,Shared room,1.0,3.0,0.0,133.0,Rochor,Central Region,45533686.0,1.30704,103.85544
429,140.0,91.0,84.0,t,Private room,1.0,1.0,2.0,240.0,Bedok,East Region,43359426.0,1.32412,103.91374
430,210.0,432.0,31.0,f,Entire home/apt,3.0,3.0,0.0,364.0,Novena,Central Region,38416386.0,1.32781,103.84838
431,181.0,193.0,41.0,f,Entire home/apt,1.0,1.0,0.0,364.0,Downtown Core,Central Region,37958355.0,1.27384,103.84411
432,400.0,142.0,65.0,f,Private room,1.0,1.0,1.0,0.0,Downtown Core,Central Region,19184003.0,1.27474,103.84451
433,189.0,180.0,89.0,t,Entire home/apt,2.0,2.0,2.0,0.0,Downtown Core,Central Region,33953077.0,1.27527,103.8454
434,256.0,308.0,71.0,f,Entire home/apt,2.0,2.0,2.0,359.0,Queenstown,Central Region,15796599.0,1.29046,103.80626
435,96.0,123.0,89.0,t,Entire home/apt,0.0,1.0,2.0,0.0,Kallang,Central Region,38496138.0,1.30284,103.8634
436,430.0,277.0,41.0,f,Entire home/apt,1.0,1.0,0.0,364.0,Orchard,Central Region,53745162.0,1.300711598,103.8402986
437,59.0,56.0,81.0,f,Private room,1.0,1.0,2.0,333.0,Kallang,Central Region,17766467.0,1.30957,103.86134
438,235.0,73.0,65.0,f,Private room,1.0,0.0,10.0,351.0,Bukit Batok,West Region,22577896.0,1.34162,103.76086
439,75.0,101.0,0.0,f,Private room,1.0,2.0,0.0,0.0,Geylang,Central Region,47893438.0,1.32478,103.90492
440,75.0,83.0,20.0,f,Private room,1.0,1.0,0.0,169.0,Geylang,Central Region,6750089.0,1.31665,103.89108
441,230.0,139.0,0.0,f,Entire home/apt,2.0,3.0,0.0,0.0,Bedok,East Region,18283249.0,1.30785,103.93181
442,260.0,205.0,65.0,f,Hotel room,1.0,1.0,4.0,359.0,Outram,Central Region,29525299.0,1.28211,103.84364
443,127.0,105.0,65.0,t,Private room,1.0,2.0,2.0,169.0,Rochor,Central Region,48265411.0,1.30198,103.85033
444,103.0,132.0,89.0,t,Entire home/apt,0.0,1.0,0.0,0.0,Rochor,Central Region,36858565.0,1.30252,103.86128
445,225.0,34.0,38.0,f,Hotel room,1.0,10.0,18.0,0.0,Kallang,Central Region,16213115.0,1.31114,103.86054
446,200.0,91.0,65.0,f,Private room,1.0,1.0,6.0,90.0,Serangoon,North-East Region,15687109.0,1.37451,103.87284
447,54.0,55.0,81.0,f,Private room,1.0,1.0,1.0,328.0,Kallang,Central Region,21928795.0,1.31183,103.8588
448,58.0,99.0,100.0,f,Private room,1.0,0.0,188.0,365.0,Outram,Central Region,9635192.0,1.2832,103.84217
449,550.0,565.0,41.0,f,Entire home/apt,3.0,4.0,0.0,364.0,Singapore River,Central Region,37646663.0,1.29298,103.84194
450,169.0,177.0,0.0,f,Entire home/apt,1.0,1.0,0.0,355.0,Novena,Central Region,50979516.0,1.32596,103.84559
451,256.0,252.0,71.0,f,Entire home/apt,2.0,2.0,1.0,359.0,Bukit Merah,Central Region,40734196.0,1.29156,103.80877
452,130.0,177.0,86.0,f,Hotel room,0.0,1.0,3.0,181.0,Orchard,Central Region,23380199.0,1.29882,103.83807
453,204.0,239.0,65.0,f,Entire home/apt,3.0,3.0,8.0,0.0,Bukit Merah,Central Region,32317824.0,1.28427,103.83279
454,155.0,104.0,0.0,f,Private room,1.0,1.0,1.0,88.0,Rochor,Central Region,41536934.0,1.30269,103.84654
455,200.0,193.0,31.0,f,Entire home/apt,1.0,1.0,0.0,364.0,Downtown Core,Central Region,45167077.0,1.27901,103.84844
456,345.0,308.0,30.0,f,Entire home/apt,2.0,2.0,2.0,358.0,Novena,Central Region,25985995.0,1.31505,103.84257
457,116.0,95.0,65.0,t,Private room,1.0,2.0,164.0,137.0,Rochor,Central Region,11381088.0,1.30092,103.85049
458,135.0,135.0,99.0,t,Private room,0.0,1.0,1.0,80.0,Downtown Core,Central Region,38136195.0,1.29722,103.85346
459,269.0,137.0,33.0,f,Private room,1.0,8.0,3.0,365.0,Geylang,Central Region,41033173.0,1.31586,103.88265
460,160.0,156.0,88.0,t,Entire home/apt,0.0,1.0,0.0,346.0,Novena,Central Region,53175628.0,1.31781,103.84852
461,140.0,85.0,100.0,f,Private room,1.0,2.0,0.0,179.0,Bukit Batok,West Region,44294078.0,1.35814,103.76357
462,40.0,87.0,0.0,f,Private room,2.0,1.0,1.0,0.0,Jurong West,West Region,37141391.0,1.33835,103.70369
463,177.0,164.0,84.0,t,Private room,0.0,1.0,3.0,349.0,Downtown Core,Central Region,49863259.0,1.29553,103.85412
464,577.0,473.0,30.0,f,Entire home/apt,2.0,3.0,0.0,362.0,River Valley,Central Region,29725544.0,1.29283,103.8408
465,346.0,222.0,100.0,f,Entire home/apt,2.0,3.0,0.0,0.0,Hougang,North-East Region,46057791.0,1.37499,103.87899
466,83.0,83.0,70.0,t,Entire home/apt,1.0,1.0,60.0,62.0,Geylang,Central Region,6381495.0,1.31614,103.88686
467,159.0,151.0,100.0,f,Private room,2.0,3.0,0.0,365.0,Marine Parade,Central Region,53503028.0,1.311090651,103.9070525
468,119.0,114.0,70.0,f,Private room,1.0,1.0,72.0,358.0,Downtown Core,Central Region,747813.0,1.27663,103.84498
469,144.0,138.0,89.0,t,Entire home/apt,1.0,0.0,0.0,0.0,Outram,Central Region,42210964.0,1.28037,103.84687
470,151.0,104.0,65.0,f,Hotel room,1.0,3.0,5.0,0.0,Outram,Central Region,19847774.0,1.28359,103.84625
471,97.0,103.0,18.0,f,Private room,1.0,1.0,0.0,358.0,Downtown Core,Central Region,51253790.0,1.28031,103.8519
472,60.0,61.0,72.0,t,Private room,1.0,1.0,3.0,156.0,Kallang,Central Region,39488323.0,1.31592,103.85406
473,140.0,133.0,0.0,f,Private room,0.0,1.0,0.0,365.0,Bedok,East Region,22329702.0,1.32357,103.9133
474,54.0,70.0,65.0,f,Private room,1.0,1.0,29.0,144.0,Choa Chu Kang,West Region,2095865.0,1.38799,103.74461
475,70.0,96.0,0.0,f,Private room,1.0,0.0,0.0,362.0,Geylang,Central Region,40384948.0,1.31399,103.89803
476,55.0,69.0,100.0,f,Private room,0.0,2.0,52.0,86.0,Bedok,East Region,24863189.0,1.31511,103.92026
477,198.0,198.0,7.0,f,Entire home/apt,2.0,5.0,0.0,178.0,Geylang,Central Region,43025512.0,1.31428,103.87743
478,128.0,88.0,99.0,f,Private room,1.0,2.0,45.0,287.0,River Valley,Central Region,32837771.0,1.29686,103.83835
479,194.0,153.0,100.0,f,Entire home/apt,2.0,2.0,1.0,270.0,Bishan,Central Region,23604711.0,1.35791,103.82841
480,19.0,71.0,0.0,f,Shared room,1.0,1.0,9.0,80.0,Queenstown,Central Region,17805144.0,1.2926,103.76837
481,130.0,163.0,0.0,f,Entire home/apt,1.0,1.0,0.0,365.0,Kallang,Central Region,28038349.0,1.31512,103.86098
482,425.0,287.0,30.0,f,Entire home/apt,1.0,1.0,0.0,364.0,River Valley,Central Region,42946035.0,1.30111,103.82859
483,96.0,108.0,13.0,f,Private room,1.0,2.0,11.0,363.0,Bedok,East Region,23999593.0,1.30975,103.91132
484,96.0,85.0,99.0,f,Private room,1.0,1.0,0.0,286.0,River Valley,Central Region,49340811.0,1.29437,103.83943
485,127.0,209.0,11.0,f,Entire home/apt,1.0,2.0,3.0,361.0,Novena,Central Region,20016671.0,1.32449,103.84315
486,35.0,92.0,0.0,f,Private room,1.0,1.0,0.0,180.0,Geylang,Central Region,33102270.0,1.31499,103.90373
487,68.0,78.0,41.0,f,Private room,0.0,1.0,0.0,90.0,Rochor,Central Region,31294821.0,1.30178,103.84905
488,162.0,178.0,96.0,f,Entire home/apt,0.0,1.0,1.0,333.0,River Valley,Central Region,53717759.0,1.294686685,103.8403323
489,309.0,214.0,0.0,f,Private room,0.0,1.0,0.0,320.0,Rochor,Central Region,45773723.0,1.30603,103.8507
490,63.0,105.0,0.0,f,Shared room,1.0,1.0,0.0,0.0,Singapore River,Central Region,24787083.0,1.28726,103.84777
491,49.0,67.0,0.0,f,Private room,1.0,1.0,2.0,241.0,Clementi,West Region,18286281.0,1.29454,103.76795
492,80.0,84.0,100.0,f,Private room,1.0,1.0,10.0,347.0,Bedok,East Region,13472462.0,1.32081,103.92188
493,43.0,55.0,97.0,f,Private room,1.0,1.0,1.0,328.0,Kallang,Central Region,27125463.0,1.31128,103.86182
494,190.0,165.0,41.0,f,Entire home/apt,1.0,1.0,0.0,267.0,Bukit Merah,Central Region,52136874.0,1.29078,103.81789
495,151.0,236.0,41.0,f,Entire home/apt,1.0,1.0,0.0,364.0,Marine Parade,Central Region,51593286.0,1.30567,103.89778
496,500.0,53.0,0.0,f,Private room,1.0,1.0,0.0,365.0,Yishun,North Region,13615155.0,1.40644,103.83355
497,119.0,116.0,70.0,f,Private room,1.0,1.0,4.0,354.0,Downtown Core,Central Region,26791337.0,1.27452,103.84497
498,84.0,102.0,0.0,t,Private room,1.0,1.0,18.0,0.0,Marine Parade,Central Region,43393378.0,1.30748,103.90001
499,49.0,58.0,96.0,f,Private room,1.0,1.0,1.0,0.0,Kallang,Central Region,38910295.0,1.31068,103.86118
500,380.0,425.0,57.0,f,Entire home/apt,2.0,3.0,0.0,363.0,Novena,Central Region,43452908.0,1.3186,103.84377
501,365.0,122.0,65.0,f,Hotel room,1.0,1.0,10.0,0.0,Downtown Core,Central Region,26370803.0,1.27922,103.84879
502,305.0,282.0,30.0,f,Entire home/apt,1.0,1.0,0.0,364.0,Singapore River,Central Region,52505236.0,1.28776,103.84406
503,200.0,263.0,41.0,f,Entire home/apt,2.0,2.0,0.0,364.0,Bishan,Central Region,51548417.0,1.34837,103.8536
504,88.0,91.0,84.0,f,Entire home/apt,1.0,1.0,2.0,82.0,Geylang,Central Region,34943409.0,1.31336,103.88609
505,73.0,83.0,84.0,f,Entire home/apt,0.0,1.0,16.0,90.0,Geylang,Central Region,13132703.0,1.31377,103.88623
506,290.0,98.0,0.0,f,Shared room,1.0,2.0,0.0,0.0,Sungei Kadut,North Region,23964810.0,1.40683,103.75585
507,201.0,275.0,31.0,f,Entire home/apt,2.0,2.0,1.0,364.0,Bishan,Central Region,41940620.0,1.35297,103.85176
508,110.0,102.0,89.0,t,Entire home/apt,1.0,1.0,21.0,135.0,Marine Parade,Central Region,18484277.0,1.30587,103.89771
509,82.0,66.0,100.0,f,Private room,1.0,1.0,0.0,359.0,Kallang,Central Region,47295571.0,1.3145,103.84687
510,256.0,368.0,30.0,f,Entire home/apt,3.0,3.0,0.0,360.0,Clementi,West Region,46388294.0,1.31455,103.7583
511,165.0,254.0,41.0,f,Entire home/apt,1.0,1.0,0.0,364.0,Outram,Central Region,22760803.0,1.27575,103.84442
512,120.0,86.0,0.0,f,Private room,1.0,1.0,10.0,180.0,Sengkang,North-East Region,36570785.0,1.39158,103.89581
513,191.0,174.0,65.0,f,Entire home/apt,2.0,2.0,1.0,0.0,Bukit Merah,Central Region,32318162.0,1.28153,103.83024
514,155.0,170.0,99.0,t,Entire home/apt,1.0,1.0,2.0,59.0,Rochor,Central Region,40736423.0,1.29919,103.8537
515,251.0,218.0,2.0,f,Entire home/apt,1.0,2.0,0.0,359.0,Kallang,Central Region,21658483.0,1.31263,103.8587
516,60.0,93.0,0.0,f,Private room,1.0,1.0,0.0,0.0,Bedok,East Region,31683485.0,1.32998,103.94813
517,135.0,134.0,89.0,t,Entire home/apt,0.0,0.0,1.0,0.0,Novena,Central Region,47927520.0,1.31911,103.84695
518,69.0,95.0,91.0,t,Private room,1.0,1.0,1.0,359.0,Outram,Central Region,4863317.0,1.28511,103.84249
519,38.0,54.0,91.0,t,Private room,1.0,1.0,1.0,329.0,Geylang,Central Region,30234271.0,1.31473,103.8816
520,177.0,183.0,90.0,f,Entire home/apt,1.0,1.0,0.0,302.0,Novena,Central Region,53318261.0,1.318528,103.847511
521,250.0,346.0,31.0,f,Entire home/apt,2.0,1.0,0.0,364.0,Newton,Central Region,43503194.0,1.30311,103.83955
522,135.0,109.0,100.0,f,Private room,1.0,1.0,9.0,364.0,Sembawang,North Region,6603464.0,1.44167,103.82376
523,60.0,144.0,41.0,f,Private room,0.0,1.0,0.0,364.0,Geylang,Central Region,45109853.0,1.31591,103.88235
524,471.0,310.0,30.0,f,Entire home/apt,2.0,2.0,3.0,364.0,Bukit Merah,Central Region,31726026.0,1.29087,103.83172
525,198.0,114.0,99.0,f,Private room,1.0,1.0,120.0,363.0,Downtown Core,Central Region,42079535.0,1.29795,103.85562
526,124.0,133.0,89.0,t,Entire home/apt,1.0,1.0,2.0,187.0,Rochor,Central Region,36855972.0,1.30326,103.86108
527,292.0,338.0,30.0,f,Entire home/apt,2.0,2.0,0.0,332.0,Singapore River,Central Region,53838912.0,1.291157129,103.840678
528,209.0,87.0,100.0,t,Private room,1.0,1.0,18.0,350.0,Bukit Merah,Central Region,37999599.0,1.27427,103.84092
529,425.0,232.0,41.0,f,Entire home/apt,1.0,1.0,0.0,364.0,Kallang,Central Region,33085177.0,1.29872,103.86055
530,360.0,229.0,30.0,f,Entire home/apt,0.0,1.0,1.0,364.0,River Valley,Central Region,53317236.0,1.30179,103.82864
531,165.0,154.0,96.0,f,Hotel room,1.0,2.0,9.0,121.0,Rochor,Central Region,38916143.0,1.30342,103.85841
532,545.0,282.0,100.0,f,Entire home/apt,2.0,2.0,10.0,71.0,Rochor,Central Region,47211647.0,1.30068,103.84602
533,76.0,105.0,100.0,f,Private room,1.0,1.0,1.0,355.0,Rochor,Central Region,28998072.0,1.30065,103.85962
534,45.0,147.0,0.0,f,Entire home/apt,1.0,0.0,0.0,365.0,Geylang,Central Region,43597020.0,1.31256,103.88134
535,231.0,155.0,100.0,t,Private room,0.0,1.0,7.0,362.0,Outram,Central Region,47945986.0,1.27933,103.8434
536,38.0,56.0,65.0,f,Shared room,1.0,8.0,5.0,55.0,Rochor,Central Region,11262375.0,1.30424,103.84876
537,69.0,95.0,97.0,f,Private room,1.0,1.0,2.0,359.0,Outram,Central Region,765579.0,1.2841,103.84253
538,69.0,95.0,97.0,f,Private room,1.0,1.0,4.0,359.0,Outram,Central Region,1244654.0,1.2838,103.84265
539,61.0,66.0,59.0,t,Private room,1.0,1.0,26.0,358.0,Jurong West,West Region,42696868.0,1.34552,103.70525
540,41.0,60.0,81.0,f,Private room,1.0,1.0,1.0,359.0,Geylang,Central Region,20003123.0,1.31661,103.88305
541,120.0,102.0,41.0,f,Private room,1.0,1.0,0.0,364.0,Novena,Central Region,45149158.0,1.31324,103.84037
542,323.0,172.0,24.0,f,Entire home/apt,1.0,1.0,1.0,365.0,Kallang,Central Region,43956550.0,1.31623,103.85417
543,162.0,126.0,100.0,f,Private room,0.0,3.0,0.0,0.0,Singapore River,Central Region,46753244.0,1.28708,103.84827
544,120.0,135.0,84.0,t,Entire home/apt,1.0,1.0,11.0,365.0,Outram,Central Region,18759060.0,1.27952,103.84382
545,47.0,65.0,38.0,f,Hotel room,1.0,2.0,24.0,0.0,Kallang,Central Region,10020690.0,1.31117,103.86066
546,27.0,42.0,50.0,f,Hotel room,1.0,10.0,1.0,300.0,Outram,Central Region,20181944.0,1.283,103.84484
547,190.0,244.0,41.0,f,Entire home/apt,1.0,1.0,0.0,347.0,River Valley,Central Region,51337824.0,1.2983,103.83294
548,234.0,195.0,31.0,f,Entire home/apt,1.0,1.0,0.0,364.0,Bukit Merah,Central Region,40712481.0,1.27407,103.83426
549,49.0,60.0,91.0,t,Private room,1.0,1.0,0.0,0.0,Kallang,Central Region,34930444.0,1.31006,103.86226
